day_fraction,activity,irregularity,tempo,q,p
0.004166666666666667,0.3886136817734009,0.4717762246305417,0.35379985615763637,0.31555982955664996,0.003035065024630548
0.0125,0.3094379141716569,0.3523534670658681,0.22438180139720595,0.2567472165668662,0.004341741516966068
0.020833333333333332,0.46090169824218896,0.5474991103515627,0.4279142792968748,0.3769616425781248,0.008704896484374997
0.029166666666666667,0.5187430487077537,0.4804870894632203,0.4635263270377727,0.41475187475149095,-0.005629821073558647
0.0375,0.25304887839195894,0.24832357085427112,0.1899102934673364,0.20665311557788935,0.004081781909547736
0.04583333333333333,0.41221818896833684,0.4069975852911135,0.3303292553626149,0.34305654749744635,-0.006327345250255365
0.05416666666666667,0.40653130393097026,0.4565412051773726,0.38564398274209005,0.3326481946308725,-0.004091341323106422
0.0625,0.17890867359667273,0.06781673804573803,0.07173412785862789,0.1418672972972974,0.0013022723492723497
0.07083333333333333,0.6486755249755148,0.6063491312438788,0.5521643751224299,0.5226506062683648,-0.009951058765915764
0.07916666666666666,0.3772112371234228,0.4343553799805636,0.36742604178814364,0.30266199028182744,-0.00509831972789116
0.0875,0.3726849080578542,0.3050383946280992,0.28715080268595045,0.30880622623966975,-0.0004656838842975198
0.09583333333333334,0.4744405660377382,0.4990674160873885,0.43021755710029813,0.3871492790466731,-0.0034191271102284077
0.10416666666666667,0.43354692008196877,0.4685705102459016,0.38642582889344285,0.35334125409836076,-0.007316454918032778
0.1125,0.4499106685823778,0.49733449137930985,0.4251517825670499,0.36565530651341,5.27777777777751e-05
0.12083333333333333,0.5199091325536063,0.5239292222222219,0.43566862670565215,0.41560040155945416,0.00514239668615984
0.12916666666666668,0.4967922208293183,0.5366239189971069,0.4573724937319193,0.40159512343298,-0.012576782063645132
0.1375,0.3314115152109927,0.3503051167811581,0.27626449067713454,0.26266711678115756,-0.00016309421000981292
0.14583333333333334,0.3314538617332049,0.3809534196689383,0.3093744683544308,0.27357198149951306,0.00510470983446934
0.15416666666666667,0.20231771356275224,0.11678508603238874,0.09177320951417009,0.16791358198380593,0.00023013056680162123
0.1625,0.6974195294117649,0.6879543758723827,0.6018330997008974,0.5770215912263209,-0.0025777347956131604
0.17083333333333334,0.34982589359504307,0.3647432365702476,0.29702476962809937,0.2729432541322317,-0.0038159979338842926
0.17916666666666667,0.11920299999999905,0.0,0.0,0.0991904294416244,2.592690355329954e-05
0.1875,0.11920299999999903,0.0,0.0,0.1047362682682683,5.883883883883887e-06
0.19583333333333333,0.11920299999999902,0.0,0.0,0.10591612218045116,1.296052631578948e-06
0.20416666666666666,0.11920299999999903,0.0,0.0,0.10616524230387293,0.0
0.2125,0.11920299999999905,0.0,0.0,0.10621255147058813,0.0
0.22083333333333333,0.11920299999999905,0.0,0.0,0.10622193085655353,0.0
0.22916666666666666,0.11920299999999903,0.0,0.0,0.10622393682132121,0.0
0.2375,0.11920299999999903,0.0,0.0,0.10622399999999825,0.0
0.24583333333333332,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.25416666666666665,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.2625,0.11920299999999906,0.0,0.0,0.10622399999999838,0.0
0.2708333333333333,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.2791666666666667,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.2875,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.29583333333333334,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.30416666666666664,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.3125,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.32083333333333336,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.32916666666666666,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.3375,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.3458333333333333,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.3541666666666667,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.3625,0.11920299999999905,0.0,0.0,0.10622399999999835,0.0
0.37083333333333335,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.37916666666666665,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.3875,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.3958333333333333,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.4041666666666667,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.4125,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.42083333333333334,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.42916666666666664,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.4375,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.44583333333333336,0.11920299999999905,0.0,0.0,0.10622399999999836,0.0
0.45416666666666666,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.4625,0.34723048604427637,0.3078447112608277,0.2557380202117421,0.3044817507218475,0.009215220404234854
0.4708333333333333,0.36376847834646087,0.28554775590551174,0.2679211584645669,0.30609276377952727,0.00038942618110236326
0.4791666666666667,0.5048062778306412,0.504260204567079,0.46228307706945815,0.4178493444338724,-0.002950128449096097
0.4875,0.28131021730769373,0.25605797692307686,0.21782998173076926,0.22337034038461542,0.0013836432692307663
0.49583333333333335,0.3268527567567596,0.36458591591591594,0.29995481181181194,0.2792281191191191,0.001535727727727724
0.5041666666666667,0.2117569558232921,0.23303981124498002,0.20068637148594384,0.17668558433734954,0.005223443775100402
0.5125,0.2467204480249468,0.16293011226611223,0.1589980904365905,0.20384173388773366,0.00982890228690227
0.5208333333333334,0.34660822779923006,0.3915977963320463,0.3540637113899618,0.2911454044401544,-0.00019827413127412923
0.5291666666666667,0.5848549709864613,0.541482762088975,0.5031997582205027,0.4617246595744687,0.012417335589941986
0.5375,0.13661191698841596,0.017366698841698842,0.01859412741312741,0.10848434362934362,0.0021187818532818524
0.5458333333333333,0.11920299999999905,0.0,0.0,0.10405997835051534,8.42371134020618e-06
0.5541666666666667,0.11920299999999903,0.0,0.0,0.1058315986394558,1.6093294460641361e-06
0.5625,0.11920299999999905,0.0,0.0,0.10615460165118686,8.978328173374597e-08
0.5708333333333333,0.11920299999999903,0.0,0.0,0.10621130503455102,0.0
0.5791666666666667,0.11920299999999903,0.0,0.0,0.10622202592223366,0.0
0.5875,0.11920299999999905,0.0,0.0,0.10622396632652899,0.0
0.5958333333333333,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.6041666666666666,0.11920299999999905,0.0,0.0,0.1062239999999983,0.0
0.6125,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.6208333333333333,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.6291666666666667,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.6375,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.6458333333333334,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.6541666666666667,0.11920299999999906,0.0,0.0,0.10622399999999839,0.0
0.6625,0.11920299999999903,0.0,0.0,0.10622399999999825,0.0
0.6708333333333333,0.11920299999999902,0.0,0.0,0.10622399999999825,0.0
0.6791666666666667,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.6875,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.6958333333333333,0.11920299999999905,0.0,0.0,0.10622399999999835,0.0
0.7041666666666667,0.11920299999999902,0.0,0.0,0.10622399999999824,0.0
0.7125,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.7208333333333333,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.7291666666666666,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.7375,0.11920299999999903,0.0,0.0,0.10622399999999825,0.0
0.7458333333333333,0.11920299999999903,0.0,0.0,0.10622399999999828,0.0
0.7541666666666667,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.7625,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.7708333333333334,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.7791666666666667,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.7875,0.11920299999999905,0.0,0.0,0.1062239999999983,0.0
0.7958333333333333,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.8041666666666667,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.8125,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.8208333333333333,0.11920299999999903,0.0,0.0,0.10622399999999828,0.0
0.8291666666666667,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.8375,0.16585263012294985,0.06061688319672133,0.05868984733606561,0.1501245727459005,-0.002666506147540982
0.8458333333333333,0.11920299999999903,0.0,0.0,0.10493066900702099,5.07622868605818e-06
0.8541666666666666,0.11920299999999905,0.0,0.0,0.10599182758620672,9.381338742393651e-07
0.8625,0.11920299999999903,0.0,0.0,0.10618200801603195,0.0
0.8708333333333333,0.11920299999999903,0.0,0.0,0.10621659677419357,0.0
0.8791666666666667,0.11920299999999903,0.0,0.0,0.10622299597585508,0.0
0.8875,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.8958333333333334,0.11920299999999903,0.0,0.0,0.1062239999999983,0.0
0.9041666666666667,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9125,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.9208333333333333,0.11920299999999903,0.0,0.0,0.10622399999999828,0.0
0.9291666666666667,0.11920299999999905,0.0,0.0,0.10622399999999832,0.0
0.9375,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9458333333333333,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9541666666666667,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9625,0.11920299999999905,0.0,0.0,0.10622399999999833,0.0
0.9708333333333333,0.11920299999999903,0.0,0.0,0.10622399999999826,0.0
0.9791666666666666,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9875,0.11920299999999903,0.0,0.0,0.10622399999999829,0.0
0.9958333333333333,0.22634143232716547,0.1774173515092502,0.14564584031158714,0.2134848977604658,7.378286270691489e-05
