recording,label,rows,duration_s,duration_h,sample_rate_hz,idle_fraction,idle_episode_count,idle_episode_mean_s,idle_episode_max_s,activity_mean,activity_std,activity_min,activity_max,irregularity_mean,irregularity_std,irregularity_min,irregularity_max,tempo_mean,tempo_std,tempo_min,tempo_max,idle_mean,idle_std,idle_min,idle_max,q_mean,q_std,q_min,q_max,p_mean,p_std,p_min,p_max,activity_p05,activity_p25,activity_p50,activity_p75,activity_p95,activity_p99,irregularity_p05,irregularity_p25,irregularity_p50,irregularity_p75,irregularity_p95,irregularity_p99,tempo_p05,tempo_p25,tempo_p50,tempo_p75,tempo_p95,tempo_p99,q_p05,q_p25,q_p50,q_p75,q_p95,q_p99,p_p05,p_p25,p_p50,p_p75,p_p95,p_p99
experiment_002_all_day.csv,002,3030927,25257.718783,7.016032995277778,119.99998994525188,0.8387565916302174,405,52.308393619753076,7692.445676999998,0.18836034103460753,0.21216718291595685,0.119203,0.999965,0.09948901830793021,0.27732735980895934,0.0,1.0,0.0849104333763235,0.23440160473423505,0.0,0.785812,0.8275481796334917,0.3567190862443787,3e-06,1.0,0.1607236903218059,0.18929701532973367,-0.339627,1.414953,9.54354347696266e-05,0.08062101811814212,-0.693242,0.832374,0.119203,0.119203,0.119203,0.119203,0.924142,0.998499,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.769063,0.77698402,0.0906049,0.106224,0.106224,0.106224,0.7321679499999998,0.9679886499999966,-0.06323989999999996,0.0,0.0,0.0,0.062025049999999755,0.3462674999999987
experiment_003_all_day.csv,003,1971333,16427.77083,4.563269675000001,119.99996958808318,0.6008381130940333,577,17.10548824783364,7065.397376999999,0.2998377051675186,0.31049929543975574,0.119203,0.99996,0.262059765233474,0.40349083469779934,0.0,1.0,0.22606814618128945,0.33941471990435035,0.0,0.785812,0.5785372107518111,0.45620076681096533,0.0,1.0,0.24533490988737064,0.2753238313960031,-0.355533,1.387667,0.0005073358707027174,0.12882825518231777,-0.711221,0.843957,0.119203,0.119203,0.119203,0.294215,0.993307,0.99929,0.0,0.0,0.0,0.548914,1.0,1.0,0.0,0.0,0.0,0.75494625,0.7721225499999999,0.7775170100000001,0.0693344,0.106173,0.106224,0.23708574999999998,0.8547773,1.0709430099999995,-0.22733935,-4.425e-05,0.0,9e-05,0.21425434999999968,0.4702381999999999
experiment_004_all_day.csv,004,3707109,30892.570728000002,8.581269646666668,119.99998422403871,0.8548715454549624,397,66.52134589168767,10141.574829999998,0.1954372500190849,0.22858406541123563,0.119203,0.999969,0.09488000895010103,0.27290789413962063,0.0,1.0,0.0874232426955884,0.2401571740307499,0.0,0.785832,0.844807122334412,0.3416269057669999,2e-06,1.0,0.16705806793676695,0.2053486619614866,-0.442432,1.426052,0.00019005737247002988,0.08253009690367136,-0.818698,0.92624,0.119203,0.119203,0.119203,0.119203,0.966914,0.99929,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.76928,0.777144,0.0906109,0.105315,0.106224,0.106224,0.7754975999999989,1.0031508499999995,-0.05546899999999998,0.0,0.0,1.1e-05,0.05635659999999986,0.348220939999999
experiment_005_all_day.csv,005,3655487,30462.384243,8.461773400833334,119.99999641656413,0.5074795779604742,1019,15.170502386653633,5334.484630999999,0.3968555058997611,0.37322814025180545,0.119203,0.999976,0.33446216496297204,0.4311560639031979,0.0,1.0,0.3005315370291291,0.3670056473380146,0.0,0.785831,0.4867253252130291,0.4622968784972564,3e-06,1.0,0.316329917139358,0.32337727980505504,-0.394988,1.408672,0.0004060856082924108,0.15251256515948614,-0.77639,1.022124,0.119203,0.119203,0.119203,0.893309,0.99883,0.999769,0.0,0.0,0.0,0.9096795,1.0,1.0,0.0,0.0,0.0,0.769094,0.7763720999999999,0.777616,0.05351395000000002,0.1046,0.106224,0.6431745,0.9082302999999999,1.0995996199999998,-0.2772576499999999,-0.012843,0.0,0.009715749999999999,0.27259149999999993,0.5290718899999995
experiment_006_all_day.csv,006,853018,7108.482432,1.9745784533333333,119.9998745386222,0.42878462119204985,344,8.861384069767459,724.0241169999999,0.3866594944643606,0.355496034569427,0.119203,0.999965,0.36238848487722414,0.43062181526452603,0.0,1.0,0.3142659643419013,0.362183086912675,0.0,0.785824,0.398111708657965,0.43787362534994084,2e-06,1.0,0.3126208381792646,0.3193705993808086,-0.343217,1.415009,0.0005956432232379622,0.15426927909379287,-0.742536,0.856503,0.119203,0.119203,0.164516,0.7773,0.998299,0.999704,0.0,0.0,0.0,0.92529175,1.0,1.0,0.0,0.0,0.0,0.768939,0.774734,0.777623,0.03864775000000001,0.09503175,0.1175295,0.59190925,0.9235976499999996,1.1127856599999992,-0.28040139999999997,-0.0240435,1.8e-05,0.02174325,0.27544544999999987,0.50978515
